Hugo_Symbol	Entrez_Gene_Id	P01_Pri	P01_Rec	P02_Pri	P02_Rec	P04_Pri	P04_Rec1	P04_Rec2	P04_Rec3	P05_Pri	P05_Rec	P06_Pri	P06_Rec	P07_Pri	P07_Rec	P08_Pri	P08_Rec	P09_Pri	P09_Rec	P10_Pri	P10_Rec	P11_Pri	P11_Rec	P12_Pri	P12_Rec	P13_Pri	P13_Rec	P15_Pri	P15_Rec	P16_Pri	P16_Rec	P17_Pri_A	P17_Pri_B	P17_Pri_C	P17_Rec1_A	P17_Rec1_B	P17_Rec1_C	P17_Rec1_D	P18_Pri_A	P18_Pri_B	P18_Pri_C	P18_Pri_D	P18_Rec	P21_Pri	P21_Rec	P24_Pri	P24_Rec1	P24_Rec2	P25_Pri	P25_Rec	P26_Pri_A	P26_Pri_B	P26_Rec1_A	P26_Rec1_B	P27_Pri_A	P27_Pri_B	P27_Rec1_A	P27_Rec1_B	P28_Pri	P28_Rec	P29_Pri	P29_Rec
PGD	5226	2818.5442	3344.7205	2723.5294	3648.7722	2947.9259	1878.9594	2363.1229	1517.899	2440.7312	1290.283	2324.2608	2149.8452	2342.1338	2785.1509	2812.4047	3724.1237	2553.38	1664.4227	1781.5203	1737.3168	2391.7491	3916.7012	1615.5172	1736.5659	2033.8419	3764.1278	1748.1987	1303.5699	2436.705	2728.5897	2210.746	2006.074	2240.1285	2013.4014	2729.4455	3067.5611	1892.2894	1890.7321	1710.5009	1572.2544	1359.5739	1864.3639	1247.5565	1370.6395	2885.939	1372.8423	1572.8931	1848.135	2457.1933	1165.8979	2538.2007	2439.6974	2170.6745	2234.3678	3046.0143	1654.5369	3856.8711	3047.1846	2294.6768	2206.906	3045.3291
PGF	5228	52.0243	82.1256	65.7439	347.2692	94.8178	760.9311	150.0908	148.8792	54.0575	107.677	62.836	65.8824	152.2604	390.5505	280.9693	1137.4212	183.2196	485.7265	28.6755	2164.5998	126.1507	1654.7866	1209.7701	1532.2836	1150.994	603.0186	2401.7975	72.9476	198.6139	439.8385	96.505	1312.5345	97.4434	872.3676	897.2275	557.9879	1590.9846	1116.1197	668.9665	1115.6138	53.7154	2209.7725	4001.9446	905.5233	470.9931	924.8178	2982.6265	143.8721	1159.5007	4446.7534	740.0758	925.6787	2624.0469	93.5618	187.9456	1953.5496	377.2081	145.4423	774.7148	186.1742	832.0851
LOC91374	5229	392.6998	409.2478	363.6678	308.1403	354.0537	340.6664	239.2576	463.3657	546.4987	246.6447	393.1452	436.4087	443.3996	300.0255	287.07	258.0912	266.8557	401.5339	145.6532	297.6325	193.3174	328.2221	334.4828	268.5995	273.6939	288.8733	242.659	321.5581	379.6824	238.921	304.6427	245.1684	263.4186	278.2387	337.9541	284.9397	326.9276	404.2553	277.0802	358.2587	451.1053	297.8096	440.1934	294.5736	382.4975	339.8542	265.4581	405.4174	282.436	247.8711	437.2631	333.7784	304.9853	268.1797	255.3467	282.4636	436.6338	265.8341	395.7541	371.5247	397.3197
PGK1	5230	4803.4403	5733.9545	4537.0242	4977.5253	6101.6265	5038.7951	4341.3355	6585.1455	3835.8579	5842.1658	5243.9516	4410.6502	4926.2206	4014.997	6862.5657	5152.311	5848.1439	4531.7427	8215.7487	3949.643	6505.9666	3939.08	4827.5862	4078.9803	5911.7892	5461.5655	5134.2682	5941.1382	4533.3801	6132.6984	3471.0485	4378.2441	3740.8647	3547.5431	3426.3862	4158.3817	6292.2894	4910.9268	4662.343	7526.2168	5675.0608	5623.8416	4352.7044	4140.9884	4515.2409	3414.2693	3996.5469	5304.6181	4883.1169	4705.6236	4913.6246	3811.304	4174.7801	6480.315	4437.4595	6743.3945	2848.4464	5398.5643	5040.8745	6494.1306	5355.9322
PGK2	5232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2746	0
PGLS	25796	592.8257	851.9669	843.5986	830.5114	730.2988	698.1287	849.304	570.7595	921.5686	612.9304	591.3978	905.0155	1035.8047	809.1206	636.8412	763.9334	616.993	478.9092	301.32	791.8076	680.8728	1094.9026	3754.5977	1091.7271	595.8391	2012.987	612.6908	609.0959	634.7925	490.5098	992.6969	1300.3865	768.8395	716.0179	806.4054	787.1288	561.3286	772.088	783.7726	637.6262	919.4203	941.8703	738.8521	733.0426	919.3707	736.4787	1496.9246	619.4494	983.9869	1042.9444	787.5524	933.6894	1183.5777	966.6512	873.6228	975.6465	1309.5389	817.6924	715.1458	1220.567	3463.5396
PGLYRP1	8993	0	1.7253	0	0.3261	0	0.3651	1.2104	0.3346	0.3703	0.9203	0.672	2.4768	0	2.1554	0	2.068	0.3544	1.0226	0	0	0	0	4.023	0.6665	0.7397	0	0	13.0848	0.3509	0.5892	0	0	0	1.9145	0.956	0	0	0	0	3.7125	0	0.8425	0	0	0	0.3836	0.4316	0	0	1.1785	1.1969	0.445	2.346	0	0.324	0	0	0	0	0.2746	0
PGLYRP2	114770	0	0	0	0	0	0	0	0.3346	0	0	0	0.9907	0.3617	0	0	0	0.3544	0	0.9103	0.3758	0.6819	0	0	0	0.3699	0	0.3099	0.6542	0	0	0	0	0	0	0	0.4574	0	0	0	0	0	0.4212	0	0	0	0	0	0	0	0	0	0	0	0.4632	0	0	0	0	0	0	0
PGLYRP3	114771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGLYRP4	57115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGM1	5236	2514.3696	3074.5342	1706.2284	1556.353	3067.9612	1133.3638	1241.0732	980.9301	2315.9547	1099.7776	1790.6586	5346.8731	1759.8553	1047.934	1008.3037	1446.7997	1361.5664	1234.2565	1268.548	1117.2492	1561.2001	1511.3966	1140.2299	1394.9846	868.0536	1871.8849	1115.3638	1268.241	1459.0754	1371.6599	1778.2994	1257.8686	1432.2045	1266.7518	1290.153	1527.6061	1029.656	1081.1396	1390.3684	1203.3222	3352.2598	1114.5746	1155.2512	887.5969	1190.7571	799.0027	942.2683	1238.8988	1636.1115	795.466	1522.4417	1383.6226	1424.0469	2295.044	1012.9618	1420.9685	1252.6497	1887.385	1309.5691	1435.5736	1957.43
PGM2L1	283209	385.1479	611.8012	261.9377	412.4841	509.3935	1010.6801	869.074	620.6089	386.1776	959.5828	2368.6156	49.0402	1628.2098	441.848	541.2642	1161.4104	530.8762	461.5254	8837.9609	961.2927	2672.6901	458.765	490.8046	935.7661	1781.2298	1030.888	1332.6102	1811.913	246.6883	3752.621	434.0115	556.0464	944.9873	951.4997	345.1243	919.7652	2216.8446	1154.7061	529.8744	2419.6383	441.1966	682.3926	326.9656	597.3837	253.6873	208.669	426.4595	2318.3837	661.2029	544.0595	1597.4466	178.9052	276.8328	1737.8416	553.7913	785.7076	1128.3631	1035.6689	326.3625	1542.9395	662.9878
PGM2	55276	409.0623	750.8627	451.2111	519.7626	315.2188	521.7709	359.0882	267.9826	633.1387	548.8151	585.3495	255.1084	939.9638	491.8522	939.8407	846.2413	203.7743	497.9974	155.6668	307.779	288.7828	440.9449	298.2759	449.5543	370.5964	457.7045	406.2912	249.919	290.2009	413.0299	187.7934	249.0337	395.1278	282.0676	282.5048	319.6996	199.2883	389.4699	271.0087	456.6406	481.8743	368.155	375.3746	373.5465	356.9322	401.9946	347.9012	334.8135	266.8012	233.7295	387.7917	265.2425	156.5982	294.5808	476.6688	201.9746	462.3607	429.9708	472.7503	236.6994	198.6598
PGM3	5238	608.563	481.8944	567.8097	576.2028	191.3807	564.5021	448.3599	747.3871	580.7955	1255.9521	315.9913	348.582	607.9602	407.4399	529.3205	330.5842	491.0641	725.6549	197.7924	445.7009	330.0716	614.4012	229.1092	496.5192	415.9149	887.5605	515.81	755.956	594.3083	640.6471	561.9249	341.2038	438.3777	468.4493	472.6816	383.1501	365.1862	644.158	402.7984	465.0077	170.0902	456.8071	473.3207	509.0649	442.4926	435.9187	331.6586	423.6723	281.397	316.678	475.1366	349.1099	240.7449	241.4312	639.7148	415.4659	461.299	481.3804	625.7478	532.9828	325.7312
PGM5P2	595135	2.5173	3.1056	4.4983	3.5868	10.087	1.4605	8.4729	2.0074	4.8133	0.6135	3.6962	0.9907	2.5316	9.0525	5.4228	1.6544	8.5054	2.0452	1.8207	1.5032	5.4552	2.4865	0	3.999	6.2876	3.861	2.4793	2.9441	7.3691	3.2406	8.3464	4.4174	4.2832	1.9145	1.434	1.3721	12.8114	0.7212	3.3117	2.3203	5.2151	2.5274	0.4102	1.4535	4.4248	4.603	0.8633	0.8881	1.0087	2.3569	1.9948	7.1206	4.1056	1.8527	3.8885	0.7522	3.6235	5.9822	1.5843	2.1967	0.7883
PGM5	5239	239.1441	233.2643	402.7682	198.2532	777.2034	99.3154	443.8168	118.7688	443.1971	46.0158	302.4194	129.7833	190.9584	549.6158	409.0832	138.5586	640.7371	38.5173	94.6746	71.7775	225.7075	248.6531	228.7356	118.9703	343.5969	144.2611	98.5512	168.4664	190.1921	136.4	386.5415	187.7416	149.913	225.9094	132.8872	155.5048	223.013	67.7966	207.5342	99.3101	233.636	133.5299	41.845	40.6977	218.2891	150.3644	155.8217	83.4813	146.2615	55.388	174.7457	149.0877	201.173	153.3117	299.0927	142.9243	256.9073	302.1012	116.6033	56.017	68.5849
PGPEP1L	145814	2.5173	0	4.8443	0	0	0.7303	0	0	7.4051	0.3068	0.672	0	0	0.4311	1.0168	0.8272	0	0	1.3655	0.3758	1.0228	0	0	0	0.7397	0.351	0.6198	0.3271	0	0.5892	1.0433	1.1044	0.5354	0.6382	0	1.3721	0.949	1.0819	2.2078	1.8563	0	0	0.4102	0.969	0.4916	1.1507	1.7266	1.3321	1.5131	0	0.7979	2.2252	0	1.8527	0	0	0	0.7478	0.9506	0	0.3942
PGPEP1	54858	1312.7753	1617.3223	1362.2837	799.2083	1814.6514	1041.7161	1089.3686	1002.3419	1138.5389	1701.3575	1581.9892	1396.904	2193.1284	1330.7167	1616.3362	705.2011	1264.4635	1146.6553	591.2608	1163.8482	740.5387	1463.7381	1136.2069	1063.0676	725.6588	911.8989	816.9211	911.354	1349.5921	948.319	1109.0245	1361.1264	1782.8939	761.3274	1574.0918	883.6332	834.1637	761.2694	1269.4908	741.5769	1282.3906	703.0329	894.7454	948.1589	854.4739	1272.3437	949.6061	790.4085	1198.84	1267.639	919.609	1187.3609	1460.9971	1896.2483	1072.2618	924.4946	1692.1823	905.556	852.0279	1229.0794	1707.5286
MGC4692	283871	314.2438	370.6004	313.8408	284.989	331.358	288.0876	272.7456	268.9863	238.8155	309.2262	394.1532	403.2198	261.8445	316.8373	249.4492	320.546	287.7647	223.6046	1212.5626	456.5953	693.1469	259.4281	763.7931	449.221	388.3495	365.0404	416.2083	361.1396	303.8863	421.5733	534.168	501.9326	455.6284	476.0689	279.1587	444.5608	412.3369	316.6246	440.4581	540.1724	674.8326	364.3639	486.5511	396.3178	493.6087	376.6782	555.0879	738.0107	508.3848	318.5792	571.3146	342.6791	363.6364	725.799	262.1517	289.6098	322.8553	378.3743	323.5108	380.3117	808.4352
PGRMC1	10857	1924.9004	1655.9696	2367.474	3095.098	2228.2184	3539.2058	3344.3615	2663.7671	1874.6089	6127.7705	4993.2796	1615.8514	2262.9295	2104.0584	3005.5923	1850.8944	2397.8028	3336.6851	4783.7961	2639.985	2922.9458	2408.2056	3518.3908	2222.1111	3199.6301	1798.8768	4087.0845	2762.1942	2132.8187	3343.7155	2298.3829	2952.5124	2417.3471	2388.6407	2746.6539	3868.8683	2975.089	3270.8258	3877.4665	2679.5151	3160.866	3153.7489	2318.7074	4156.9767	2757.6205	4077.8673	3638.718	4866.7851	2903.0387	1620.7866	2823.459	1852.2474	1611.7302	2560.9078	4016.2022	2851.716	1384.1833	3155.2382	3475.9189	5786.2291	4716.5944
PGRMC2	10424	1110.9713	939.2685	852.9412	529.5448	1107.0483	1098.6764	843.252	1080.2944	1026.7214	1130.4548	901.5457	813.3746	1042.6763	832.8295	800.5423	734.1537	839.9043	1195.3984	865.726	988.3502	924.6505	849.5649	863.7931	760.8098	987.1475	570.0246	1006.5856	1154.7306	980.4369	743.5716	912.8847	781.8885	800.4283	798.9789	907.2658	540.1505	1001.1862	1065.6329	1290.465	1257.1539	958.012	1344.1449	1629.0848	1072.1899	992.6254	1123.13	976.7994	647.4245	1003.6565	671.7269	919.609	693.814	446.3343	592.8671	978.9371	1064.0339	1075.4597	927.6153	1568.4411	362.1885	296.4131
PGR	5241	19.7189	12.0773	26.2976	24.1295	28.748	33.2268	56.8892	26.4302	55.1682	12.5777	37.9704	21.3003	20.6148	43.1071	40.3321	15.3035	110.2153	32.7226	48.7028	48.8538	37.1633	8.7029	17.2414	21.328	15.1641	42.822	31.3008	30.7492	24.2127	30.6385	11.9979	41.4136	11.7789	52.9675	11.4723	15.5505	40.3321	24.5222	103.2151	46.4066	16.6883	31.171	9.0254	28.5853	21.1406	39.8926	26.33	18.206	17.6523	12.5703	45.4817	7.1206	8.2111	30.5697	19.1186	40.0075	4.7106	20.9377	36.1217	2.4713	5.1242
DKFZp762M186	9489	528.2148	547.619	514.1869	602.2594	523.9642	566.3168	620.1331	594.8344	395.8043	604.0341	481.5188	591.4551	487.1609	631.5193	628.0291	642.3327	641.8003	827.6097	679.563	549.0417	561.2001	481.9726	420.1149	696.8258	562.9219	542.2955	604.9431	530.2602	609.8781	616.8934	605.1122	706.7918	981.3947	604.9777	566.4436	614.244	725.0297	580.5986	503.9327	619.9917	605.4719	639.4271	710.1349	625.4845	569.3215	677.0234	663.861	683.8366	574.4547	809.6077	630.76	743.2132	687.39	616.0259	788.7233	512.6469	544.6145	496.8967	572.5602	664.7903	652.3453
PHACTR1	221692	117.6673	219.4997	417.301	406.9408	59.6747	478.3204	351.0188	330.0502	210.3057	282.0615	416.25	42.7344	24.9548	79.7482	182.0031	76.1824	51.0322	524.9254	1168.4115	474.6336	707.5418	181.6453	39.0805	380.9048	277.8696	342.0218	673.7429	292.1174	212.6748	374.4372	296.8179	217.5594	439.5663	469.7256	310.999	295.4591	232.6833	386.5849	380.6651	332.6098	83.7491	234.5998	376.5151	318.8421	81.2488	313.0035	104.025	398.9654	94.1571	307.1874	228.2067	158.1931	196.2639	232.9782	324.7602	130.5125	106.5314	413.8488	365.6527	98.579	49.2235
PHACTR2	9749	621.7747	170.1173	310.3806	157.1678	137.6876	160.2921	291.7087	180.3279	507.992	182.5293	494.2876	492.3839	418.4448	371.1523	237.9258	344.1216	244.5291	173.8389	635.8671	320.5562	416.9792	387.4845	108.046	228.2763	326.5834	427.1674	339.0408	120.3799	280.7264	334.077	362.5456	263.3904	472.2259	408.4237	324.5698	358.5758	197.8648	185.3588	277.6321	190.2669	238.3296	152.064	345.8369	265.0194	236.4798	298.8109	159.7065	168.2948	153.3224	95.0631	111.7096	292.8349	208.2111	331.1718	76.4744	176.0226	279.7355	376.5049	223.0672	69.7467	71.7383
PHACTR3	116154	3014.4745	660.1104	1564.7059	1182.0196	2075.4003	1547.4213	2603.9944	1012.3787	2619.5651	3974.2312	829.6371	6097.3375	441.5913	2070.8659	1942.7216	1057.1813	2492.7793	2230.5922	2317.2508	1656.8959	1586.7712	913.3858	1244.8276	2105.1404	1196.1165	1359.0734	1752.5374	2702.3314	1059.0403	1236.7329	2919.6661	1640.5301	1011.9127	1377.792	1717.4952	1061.549	1176.7497	1530.1118	1760.7286	2703.1824	2616.9321	1352.1483	1099.8681	2022.2868	992.1337	1674.3383	1552.606	1703.3748	1392.0061	2565.9181	1981.2488	1112.1495	2200	1763.3164	1269.6047	2170.945	1225.111	2095.6405	1844.4233	1250.2231	1677.1778
PHACTR4	65979	1014.055	1171.4976	686.1592	1093.3274	530.5762	547.33	1012.3058	492.1378	799.7541	438.3772	949.9328	1073.4365	657.5045	980.6869	1291.9844	982.3183	1030.5661	483.3404	369.1397	585.1184	705.762	1164.5255	426.4368	1025.4103	719.7411	1203.5802	461.7649	413.1515	740.7667	1038.4667	854.4601	566.5378	1177.8878	1002.5526	1175.9082	966.874	1218.0308	625.3155	674.486	402.809	727.505	479.781	533.7294	536.3372	970.9931	669.7353	587.4609	503.9964	1039.4654	517.3475	923.5986	995.5496	882.1114	523.8536	1425.4699	338.1288	1069.6621	682.7189	512.9911	739.4796	515.1754
PHAX	51808	632.683	491.3734	611.7647	582.6949	566.3851	773.3455	610.4499	907.3269	837.5203	724.2887	628.6962	577.5851	667.6311	492.2833	416.8785	428.084	511.7392	907.3711	638.1429	691.4694	591.8854	641.5251	223.5632	560.8598	567.3601	416.9884	726.1176	964.0202	772.6994	588.0226	573.2916	463.8321	602.329	646.4582	719.8853	583.6004	633.9265	884.6015	638.6091	646.4435	515.2509	678.1803	878.7458	743.2171	546.2144	672.804	501.5647	672.7353	436.2628	549.9518	529.0245	599.0209	651.0264	518.2955	513.2858	532.5811	575.7768	548.8671	797.8454	393.7667	296.0189
PHB2	11331	2274.3864	1853.6922	2864.3599	1995.5752	3022.5697	4151.8941	3291.9104	2743.727	1732.8007	2231.7662	1792.6747	1992.8173	1810.8499	2981.7193	2068.8019	3563.2303	3478.6923	3089.902	1549.3855	2914.6937	1906.5803	4449.6477	7266.092	4335.5828	1831.9001	8010.179	2559.2314	2124.9661	2355.9961	2603.9737	2349.5044	3447.8189	2455.3607	2764.5182	2800.6692	2947.7309	2239.1459	3300.7573	2504.7606	2878.1352	1771.0445	4141.9545	2280.9648	2929.7481	2769.4199	2647.104	2844.9336	3178.0639	3294.9187	2827.9309	2197.8855	2564.753	2996.4809	2116.2575	2701.5554	3914.9976	2968.3848	2850.1458	3801.9645	4067.5499	5380.3705
PHB	5245	2112.8592	2207.7295	2117.9931	2642.1807	3205.6487	1858.147	1828.5253	2046.5038	1823.1433	1916.0979	2195.5645	2490.1548	2054.9729	2108.8002	2099.3052	2481.6462	2128.112	1973.2424	1574.4197	2267.9444	1670.6444	2263.5723	5259.7701	2200.1166	1709.4776	2474.2015	1830.3246	2302.5918	1542.5915	1939.0604	1463.2238	2440.0883	1439.1648	1453.7332	1606.5966	1668.0178	1580.0712	2055.5355	1865.0476	2153.2646	2306.6342	2499.1575	2680.1337	1687.9845	1713.8643	1677.7906	2597.1728	1699.8224	2307.4013	2884.8902	1990.0259	2171.7846	3309.0909	3001.8527	2320.8036	2929.5722	2358.9093	2197.7118	2377.0596	3244.5939	5540.402
PHC1	1911	1001.7957	1482.4051	1377.7197	4933.1107	782.4436	1862.6636	1243.9056	1574.3125	831.5222	950.7478	769.8051	1053.9245	626.3327	1196.7269	694.6518	941.2843	1415.9865	1989.13	404.0646	1291.6873	708.4078	1745.3502	1141.8448	2562.3561	715.8576	4029.7403	1332.3747	947.3567	1641.6773	1416.6896	1630.9077	1248.7686	1795.1867	1496.7007	1508.4465	1472.9873	1468.1851	1536.9023	1133.578	851.5419	703.2131	1529.385	1481.7779	1435.5959	1074.2822	1251.1968	871.337	1342.984	1128.9825	1986.7363	1481.9549	1398.073	1272.8211	710.8661	1642.6766	964.976	1233.6262	1064.2152	1576.7174	1339.5785	898.6795
PHC2	1912	3179.3581	4402.0014	4955.7093	4437.5462	3282.3099	2704.8836	4957.0305	1948.1432	2207.8398	3170.1818	3084.3414	2544.1486	4496.9259	4562.0263	6210.8117	4230.7931	4911.1367	2666.8939	2150.2048	2532.8824	3022.1616	4069.6229	3285.0575	4117.6373	3778.8257	4688.3117	2624.9322	1612.3703	3523.467	4122.6392	3642.6708	2739.3705	3973.2298	4325.4627	4681.6444	3797.0616	4082.0878	2217.8146	2590.3132	2462.3324	2754.089	2451.5586	1843.2329	2636.1434	4608.6529	2435.7499	3571.814	2660.746	4381.2886	3872.4465	4491.1231	3984.4237	4793.5484	3451.1348	6499.3519	3382.4165	5053.3563	3836.4615	2716.4132	3624.9056	4638.5495
FLJ12967	80012	939.7944	1081.4355	818.3391	947.2461	664.7333	1404.2903	1042.1626	1466.3767	1539.5267	1066.0327	1286.9624	1105.1393	1137.4322	985.4287	827.6563	862.372	1148.9324	1660.6732	710.9695	860.2029	637.9134	793.6179	640.2299	946.0968	758.5761	589.3296	699.1555	1573.7703	1462.5844	912.3777	1058.9463	766.9796	1101.3251	1236.7581	1327.9159	925.2536	1210.9134	1147.4937	1121.5675	1327.2278	994.5176	1032.4347	1400.1678	1429.7481	974.4346	1276.1795	789.8996	1023.0906	900.2648	742.0421	1073.6086	769.0254	754.2522	577.5822	1090.0843	722.52	706.9481	653.9296	1073.1939	929.4982	523.4529
PHEX	5251	62.5131	85.2312	36.6782	9.1301	38.3306	2.5559	7.6659	2.0074	98.8585	21.474	36.9624	1.9814	37.613	66.385	9.4899	18.1987	12.758	4.4312	4.0965	3.3822	14.6608	51.8027	0.5747	28.6595	45.8622	11.232	2.7892	7.8509	40.3544	14.4354	23.4742	5.5218	7.4956	13.4014	12.4283	1.8295	20.8778	1.0819	1.6559	3.7125	34.4196	5.476	7.3844	0	5.4081	1.1507	4.3164	0.444	1.5131	1.1785	5.9844	16.4664	18.7683	24.5484	20.4148	1.1283	19.2046	45.2404	0.9506	10.16	1.1825
PHF10	55274	2714.9738	2285.6556	2372.1765	2092.0541	1587.2147	2426.4318	2185.2491	1741.5825	2194.3551	1785.4498	1334.4052	2349.5034	1485.1573	1878.0004	1796.8039	1711.4466	2985.548	2690.8905	1325.0341	1803.991	1473.3788	1576.1169	1275.8908	1771.6571	1804.4235	1502.5412	1591.7161	1576.4886	1692.5134	2505.5536	2156.9223	1689.3539	2135.3607	1940.1787	2675.9751	1957.5083	1437.6275	2041.2622	2650.2222	1918.3685	1486.165	2148.0076	2043.1537	2297.2481	2624.12	2174.4342	1561.7093	2253.8366	2412.4776	1114.7956	1981.5599	1780.4228	1300.0176	1439.3469	2420.1782	1808.6131	1927.055	1966.9147	2478.8466	1289.5806	1009.6926
PHF11	51131	416.6142	586.2664	311.7647	90.9748	97.8439	86.1707	208.1904	29.1067	246.5909	31.5975	363.9113	492.8793	477.7577	575.049	344.6873	83.1351	164.0826	40.2216	169.777	169.861	167.7463	270.6175	143.6782	113.305	312.8988	108.1081	246.3779	70.0035	110.536	102.8156	324.4653	224.7377	204.5242	287.1729	123.327	185.691	169.8695	54.093	159.5143	164.2792	534.0252	177.7591	175.9953	67.8295	301.3766	323.7438	369.0515	76.3766	188.1226	229.0157	126.0722	190.0312	121.9941	433.9972	182.7609	201.9746	229.731	343.9767	130.2281	102.1487	106.4249
PHF12	57649	1082.8613	1581.7805	1059.1696	1441.2487	821.0818	1530.9904	1308.4527	1294.4128	1210.7056	1288.1356	669.0188	2113.6842	1266.9078	1032.8465	1115.0652	1175.4731	1275.4496	1593.1828	720.528	1331.4543	924.3096	1155.8226	574.1379	1611.2639	894.6833	1854.9737	1354.3039	1249.5952	1307.0234	1344.5566	1336.9849	1053.5616	1270.5126	1430.7594	1319.3117	1136.0999	1529.3001	1287.4144	1137.0222	1239.9834	949.6679	1248.5257	1333.708	1580.9109	941.4946	1229.766	1036.7972	1137.6554	935.5693	1643.5703	1314.5821	1327.9929	1327.7537	1382.2047	1751.4582	1095.6276	1316.7859	1135.123	1516.1597	1144.7793	652.7395
PHF13	148479	657.8561	775.3623	519.3772	539.0009	514.9414	248.6536	438.5717	248.5781	658.6864	306.772	599.4624	730.1548	648.1013	498.3183	352.1437	547.6166	463.5421	173.8389	500.2276	359.6392	509.3761	697.8864	298.8506	572.5235	534.8128	500.5265	275.8193	385.3464	647.4252	720.5928	555.5556	243.5119	688.529	596.0434	644.3595	503.1038	476.3938	284.89	227.9564	258.0205	273.2707	334.8778	380.7078	294.0891	532.4484	395.0901	396.2447	368.5613	733.8293	405.7859	709.3557	572.3186	498.5337	689.6711	688.2696	369.3465	610.5626	570.9265	177.4398	343.2416	330.7056
PHF14	9678	767.7785	1258.4541	1175.7785	1259.2992	702.0552	1123.1401	640.3066	908.3305	1522.1247	907.1248	1240.9274	957.5232	807.5949	644.4514	1174.7161	1087.7882	644.281	1356.6255	1157.0323	926.3435	985.6802	742.2296	1311.4943	990.4191	663.153	1193.0502	871.4651	947.6642	852.0046	972.4762	841.9405	532.8548	940.1687	740.9062	711.2811	983.7966	645.3144	991.3451	721.9539	776.3818	781.2205	602.7801	790.9533	812.0155	466.5683	784.4265	490.3421	975.1332	495.7761	582.1633	846.9978	681.798	787.6833	690.1343	1014.906	492.3366	967.1166	685.3361	977.1863	964.9207	619.6295
JADE2	23338	641.4936	772.9469	1152.5952	443.7872	1123.1875	1154.5413	1212.4269	1293.0746	352.4842	3835.2634	837.0296	212.5077	861.8445	1258.2968	779.19	330.0589	1220.8736	1632.3818	1787.4374	1118.0008	1329.0147	569.0012	712.069	984.0873	1220.527	460.5125	776.6328	1408.248	788.4902	944.7838	842.4622	796.2452	707.8035	1375.2393	714.1491	493.9565	1404.0332	776.0548	799.7792	2321.2564	592.9557	1055.1811	795.466	889.5349	597.3451	787.8788	1067.012	573.2682	756.0207	3289.4976	671.4542	896.3062	1357.1848	1237.1468	466.9475	1182.8867	493.523	959.0219	809.5691	425.6196	523.8471
JADE3	9767	1117.6841	205.6591	778.8927	863.1189	800.4035	489.6394	762.1545	523.2519	298.797	631.03	149.8656	113.9319	259.3128	702.215	629.7238	699.8242	888.8101	851.47	120.619	614.8065	420.7296	670.949	258.046	825.7936	539.6209	514.9175	708.7627	597.6467	1473.4626	285.4679	856.025	486.4716	864.6768	682.8334	1034.8948	717.609	697.5089	460.8727	407.8929	342.0164	82.9199	346.6723	481.2179	1068.314	711.8977	708.4772	407.4674	787.7442	520.9936	371.6103	473.1698	1007.5656	533.1378	142.1955	798.7686	429.149	414.5303	952.6658	852.3447	353.9507	231.3756
JADE1	79960	1463.8137	964.8033	1223.8754	621.4978	1658.8072	1133.7289	1484.3655	1750.4182	745.3264	596.9783	643.4812	974.8607	1054.9729	1090.6101	942.5521	641.9191	3557.0125	1214.1457	783.7961	1511.0861	727.2417	826.3572	1301.7241	1204.0323	961.6274	627.5886	771.9842	2090.2914	1375.2084	1255.8819	2144.4966	655.9912	822.3799	1874.2821	2483.7476	1142.0456	3512.2183	1248.4674	1244.653	2087.3673	660.2304	1343.3024	1997.8954	1751.938	1373.1563	755.6578	835.6534	795.7371	1639.1376	1182.0036	2336.3256	1497.5523	943.695	509.4951	1388.2048	1967.4659	1259.172	1801.017	996.1977	192.4899	223.4923
PHF19	26147	1598.9092	1563.147	1214.1869	1517.8762	1833.8167	512.2775	951.7854	1540.3145	810.8618	1589.9992	1656.586	1013.9938	1296.5642	1284.5921	736.1464	629.5109	1708.8686	777.1623	359.1261	1029.6881	650.5285	648.9847	519.5402	1838.2071	595.8391	894.3489	703.4942	1440.6328	1025.0022	1071.7566	1659.8852	785.2015	869.4954	1414.1672	1221.3193	1436.5901	1093.7129	1083.3033	711.4668	742.505	803.6453	1191.6596	1269.2995	727.2287	699.6067	1012.2746	1111.0392	691.8295	1104.5265	3073.4451	1275.0848	1356.0303	1919.0616	1568.3187	1288.7233	1037.7057	565.9933	1239.8116	349.1762	2027.322	1543.9495
